country,subnational1,driver,year,tree_cover_loss_ha
Indonesia,Sulawesi Tengah,Other natural disturbances,2004,478
Indonesia,Sulawesi Tengah,Permanent agriculture,2004,22580
Indonesia,Sulawesi Tengah,Settlements & Infrastructure,2004,147
Indonesia,Sulawesi Tengah,Shifting cultivation,2004,13795
Indonesia,Sulawesi Tengah,Wildfire,2004,470
Indonesia,Sulawesi Tengah,Hard commodities,2005,156
Indonesia,Sulawesi Tengah,Logging,2005,1525
Indonesia,Sulawesi Tengah,Other natural disturbances,2005,283
Indonesia,Sulawesi Tengah,Permanent agriculture,2005,9035
Indonesia,Sulawesi Tengah,Settlements & Infrastructure,2005,50
Indonesia,Sulawesi Tengah,Shifting cultivation,2005,6611
Indonesia,Sulawesi Tengah,Wildfire,2005,371
Indonesia,Sulawesi Tengah,Hard commodities,2006,149
Indonesia,Sulawesi Tengah,Logging,2006,1979
Indonesia,Sulawesi Tengah,Other natural disturbances,2006,310
Indonesia,Sulawesi Tengah,Permanent agriculture,2006,17240
Indonesia,Sulawesi Tengah,Settlements & Infrastructure,2006,126
Indonesia,Sulawesi Tengah,Shifting cultivation,2006,9933
Indonesia,Sulawesi Tengah,Wildfire,2006,855
Indonesia,Sulawesi Tengah,Hard commodities,2007,117
Indonesia,Sulawesi Tengah,Logging,2007,1241
Indonesia,Sulawesi Tengah,Other natural disturbances,2007,347
Indonesia,Sulawesi Tengah,Permanent agriculture,2007,10657
Indonesia,Sulawesi Tengah,Settlements & Infrastructure,2007,81
Indonesia,Sulawesi Tengah,Shifting cultivation,2007,7494
Indonesia,Sulawesi Tengah,Wildfire,2007,357
Indonesia,Sulawesi Tengah,Hard commodities,2008,100
Indonesia,Sulawesi Tengah,Logging,2008,1092
Indonesia,Sulawesi Tengah,Other natural disturbances,2008,134
Indonesia,Sulawesi Tengah,Permanent agriculture,2008,10463
Indonesia,Sulawesi Tengah,Settlements & Infrastructure,2008,69
Indonesia,Sulawesi Tengah,Shifting cultivation,2008,4604
Indonesia,Sulawesi Tengah,Wildfire,2008,238
Indonesia,Sulawesi Tengah,Hard commodities,2009,441
Indonesia,Sulawesi Tengah,Logging,2009,2268
Indonesia,Sulawesi Tengah,Other natural disturbances,2009,509
Indonesia,Sulawesi Tengah,Permanent agriculture,2009,35523
Indonesia,Sulawesi Tengah,Settlements & Infrastructure,2009,322
Indonesia,Sulawesi Tengah,Shifting cultivation,2009,12091
Indonesia,Sulawesi Tengah,Wildfire,2009,1183
Indonesia,Sulawesi Tengah,Hard commodities,2010,357
Indonesia,Sulawesi Tengah,Logging,2010,1000
Indonesia,Sulawesi Tengah,Other natural disturbances,2010,197
Indonesia,Sulawesi Tengah,Permanent agriculture,2010,13975
Indonesia,Sulawesi Tengah,Settlements & Infrastructure,2010,69
Indonesia,Sulawesi Tengah,Shifting cultivation,2010,5991
Indonesia,Sulawesi Tengah,Wildfire,2010,331
Indonesia,Sulawesi Tengah,Hard commodities,2011,1125
Indonesia,Sulawesi Tengah,Logging,2011,1012
Indonesia,Sulawesi Tengah,Other natural disturbances,2011,275
Indonesia,Sulawesi Tengah,Permanent agriculture,2011,17292
Indonesia,Sulawesi Tengah,Settlements & Infrastructure,2011,214
Indonesia,Sulawesi Tengah,Shifting cultivation,2011,5940
Indonesia,Sulawesi Tengah,Wildfire,2011,267
Indonesia,Sulawesi Tengah,Hard commodities,2012,1727
Indonesia,Sulawesi Tengah,Logging,2012,3816
Indonesia,Sulawesi Tengah,Other natural disturbances,2012,559
Indonesia,Sulawesi Tengah,Permanent agriculture,2012,22925
Indonesia,Sulawesi Tengah,Settlements & Infrastructure,2012,233
Indonesia,Sulawesi Tengah,Shifting cultivation,2012,7148
Indonesia,Sulawesi Tengah,Wildfire,2012,583
Indonesia,Sulawesi Tengah,Hard commodities,2013,1152
Indonesia,Sulawesi Tengah,Logging,2013,2892
Indonesia,Sulawesi Tengah,Other natural disturbances,2013,350
Indonesia,Sulawesi Tengah,Permanent agriculture,2013,17490
Indonesia,Sulawesi Tengah,Settlements & Infrastructure,2013,103
Indonesia,Sulawesi Tengah,Shifting cultivation,2013,6154
Indonesia,Sulawesi Tengah,Wildfire,2013,305
Indonesia,Sulawesi Tengah,Hard commodities,2014,1073
Indonesia,Sulawesi Tengah,Logging,2014,2383
Indonesia,Sulawesi Tengah,Other natural disturbances,2014,649
Indonesia,Sulawesi Tengah,Permanent agriculture,2014,28282
Indonesia,Sulawesi Tengah,Settlements & Infrastructure,2014,206
Indonesia,Sulawesi Tengah,Shifting cultivation,2014,12388
Indonesia,Sulawesi Tengah,Wildfire,2014,1658
Indonesia,Sulawesi Tengah,Hard commodities,2015,1018
Indonesia,Sulawesi Tengah,Logging,2015,4563
Indonesia,Sulawesi Tengah,Other natural disturbances,2015,2271
Indonesia,Sulawesi Tengah,Permanent agriculture,2015,39900
Indonesia,Sulawesi Tengah,Settlements & Infrastructure,2015,192
Indonesia,Sulawesi Tengah,Shifting cultivation,2015,19324
Indonesia,Sulawesi Tengah,Wildfire,2015,24541
Indonesia,Sulawesi Tengah,Hard commodities,2016,1270
Indonesia,Sulawesi Tengah,Logging,2016,3053
Indonesia,Sulawesi Tengah,Other natural disturbances,2016,1856
Indonesia,Sulawesi Tengah,Permanent agriculture,2016,24622
Indonesia,Sulawesi Tengah,Settlements & Infrastructure,2016,168
Indonesia,Sulawesi Tengah,Shifting cultivation,2016,14502
Indonesia,Sulawesi Tengah,Wildfire,2016,28659
Indonesia,Sulawesi Tengah,Hard commodities,2017,653
Indonesia,Sulawesi Tengah,Logging,2017,2173
Indonesia,Sulawesi Tengah,Other natural disturbances,2017,814
Indonesia,Sulawesi Tengah,Permanent agriculture,2017,20457
Indonesia,Sulawesi Tengah,Settlements & Infrastructure,2017,140
Indonesia,Sulawesi Tengah,Shifting cultivation,2017,11895
Indonesia,Sulawesi Tengah,Wildfire,2017,676
Indonesia,Sulawesi Tengah,Hard commodities,2018,1271
Indonesia,Sulawesi Tengah,Logging,2018,2149
Indonesia,Sulawesi Tengah,Other natural disturbances,2018,1848
Indonesia,Sulawesi Tengah,Permanent agriculture,2018,20176
Indonesia,Sulawesi Tengah,Settlements & Infrastructure,2018,209
Indonesia,Sulawesi Tengah,Shifting cultivation,2018,11440
Indonesia,Sulawesi Tengah,Wildfire,2018,366
Indonesia,Sulawesi Tengah,Hard commodities,2019,1882
Indonesia,Sulawesi Tengah,Logging,2019,2082
Indonesia,Sulawesi Tengah,Other natural disturbances,2019,2854
Indonesia,Sulawesi Tengah,Permanent agriculture,2019,26376
Indonesia,Sulawesi Tengah,Settlements & Infrastructure,2019,241
Indonesia,Sulawesi Tengah,Shifting cultivation,2019,11296
Indonesia,Sulawesi Tengah,Wildfire,2019,678
Indonesia,Sulawesi Tengah,Hard commodities,2020,1254
Indonesia,Sulawesi Tengah,Logging,2020,1180
Indonesia,Sulawesi Tengah,Other natural disturbances,2020,654
Indonesia,Sulawesi Tengah,Permanent agriculture,2020,14977
Indonesia,Sulawesi Tengah,Settlements & Infrastructure,2020,103
Indonesia,Sulawesi Tengah,Shifting cultivation,2020,8185
Indonesia,Sulawesi Tengah,Wildfire,2020,361
Indonesia,Sulawesi Tengah,Hard commodities,2021,1792
Indonesia,Sulawesi Tengah,Logging,2021,744
Indonesia,Sulawesi Tengah,Other natural disturbances,2021,442
Indonesia,Sulawesi Tengah,Permanent agriculture,2021,11934
Indonesia,Sulawesi Tengah,Settlements & Infrastructure,2021,108
Indonesia,Sulawesi Tengah,Shifting cultivation,2021,7247
Indonesia,Sulawesi Tengah,Wildfire,2021,264
Indonesia,Sulawesi Tengah,Hard commodities,2022,1337
Indonesia,Sulawesi Tengah,Logging,2022,1503
Indonesia,Sulawesi Tengah,Other natural disturbances,2022,516
Indonesia,Sulawesi Tengah,Permanent agriculture,2022,12668
Indonesia,Sulawesi Tengah,Settlements & Infrastructure,2022,99
Indonesia,Sulawesi Tengah,Shifting cultivation,2022,8176
Indonesia,Sulawesi Tengah,Wildfire,2022,277
Indonesia,Sulawesi Tengah,Hard commodities,2023,1488
Indonesia,Sulawesi Tengah,Logging,2023,2598
Indonesia,Sulawesi Tengah,Other natural disturbances,2023,584
Indonesia,Sulawesi Tengah,Permanent agriculture,2023,24336
Indonesia,Sulawesi Tengah,Settlements & Infrastructure,2023,214
Indonesia,Sulawesi Tengah,Shifting cultivation,2023,13119
Indonesia,Sulawesi Tengah,Wildfire,2023,735
Indonesia,Sulawesi Tengah,Hard commodities,2024,994
Indonesia,Sulawesi Tengah,Logging,2024,2491
Indonesia,Sulawesi Tengah,Other natural disturbances,2024,729
Indonesia,Sulawesi Tengah,Permanent agriculture,2024,15279
Indonesia,Sulawesi Tengah,Settlements & Infrastructure,2024,73
Indonesia,Sulawesi Tengah,Shifting cultivation,2024,8812
Indonesia,Sulawesi Tengah,Wildfire,2024,346
Indonesia,Sulawesi Tengah,Hard commodities,2025,1640
Indonesia,Sulawesi Tengah,Logging,2025,3769
Indonesia,Sulawesi Tengah,Other natural disturbances,2025,718
Indonesia,Sulawesi Tengah,Permanent agriculture,2025,16860
Indonesia,Sulawesi Tengah,Settlements & Infrastructure,2025,78
Indonesia,Sulawesi Tengah,Shifting cultivation,2025,10576
Indonesia,Sulawesi Tengah,Wildfire,2025,642
Indonesia,Sulawesi Tenggara,Hard commodities,2001,144
Indonesia,Sulawesi Tenggara,Logging,2001,359
Indonesia,Sulawesi Tenggara,Other natural disturbances,2001,101
Indonesia,Sulawesi Tenggara,Permanent agriculture,2001,12332
Indonesia,Sulawesi Tenggara,Settlements & Infrastructure,2001,68
Indonesia,Sulawesi Tenggara,Shifting cultivation,2001,2844
Indonesia,Sulawesi Tenggara,Wildfire,2001,63
Indonesia,Sulawesi Tenggara,Hard commodities,2002,146
Indonesia,Sulawesi Tenggara,Logging,2002,595
Indonesia,Sulawesi Tenggara,Other natural disturbances,2002,109
Indonesia,Sulawesi Tenggara,Permanent agriculture,2002,11565
Indonesia,Sulawesi Tenggara,Settlements & Infrastructure,2002,47
Indonesia,Sulawesi Tenggara,Shifting cultivation,2002,3171
Indonesia,Sulawesi Tenggara,Wildfire,2002,194
Indonesia,Sulawesi Tenggara,Hard commodities,2003,327
Indonesia,Sulawesi Tenggara,Logging,2003,458
Indonesia,Sulawesi Tenggara,Other natural disturbances,2003,172
Indonesia,Sulawesi Tenggara,Permanent agriculture,2003,9743
Indonesia,Sulawesi Tenggara,Settlements & Infrastructure,2003,30
Indonesia,Sulawesi Tenggara,Shifting cultivation,2003,2259
Indonesia,Sulawesi Tenggara,Wildfire,2003,414
Indonesia,Sulawesi Tenggara,Hard commodities,2004,433
Indonesia,Sulawesi Tenggara,Logging,2004,1268
Indonesia,Sulawesi Tenggara,Other natural disturbances,2004,278
Indonesia,Sulawesi Tenggara,Permanent agriculture,2004,31800
Indonesia,Sulawesi Tenggara,Settlements & Infrastructure,2004,106
Indonesia,Sulawesi Tenggara,Shifting cultivation,2004,7214
Indonesia,Sulawesi Tenggara,Wildfire,2004,458
Indonesia,Sulawesi Tenggara,Hard commodities,2005,219
Indonesia,Sulawesi Tenggara,Logging,2005,493
Indonesia,Sulawesi Tenggara,Other natural disturbances,2005,124
Indonesia,Sulawesi Tenggara,Permanent agriculture,2005,12943
Indonesia,Sulawesi Tenggara,Settlements & Infrastructure,2005,58
Indonesia,Sulawesi Tenggara,Shifting cultivation,2005,2449
Indonesia,Sulawesi Tenggara,Wildfire,2005,110
Indonesia,Sulawesi Tenggara,Hard commodities,2006,372
Indonesia,Sulawesi Tenggara,Logging,2006,913
Indonesia,Sulawesi Tenggara,Other natural disturbances,2006,181
Indonesia,Sulawesi Tenggara,Permanent agriculture,2006,34835
Indonesia,Sulawesi Tenggara,Settlements & Infrastructure,2006,138
Indonesia,Sulawesi Tenggara,Shifting cultivation,2006,6488
Indonesia,Sulawesi Tenggara,Wildfire,2006,1419
Indonesia,Sulawesi Tenggara,Hard commodities,2007,363
Indonesia,Sulawesi Tenggara,Logging,2007,219
Indonesia,Sulawesi Tenggara,Other natural disturbances,2007,109
Indonesia,Sulawesi Tenggara,Permanent agriculture,2007,7109
Indonesia,Sulawesi Tenggara,Settlements & Infrastructure,2007,61
Indonesia,Sulawesi Tenggara,Shifting cultivation,2007,1100
Indonesia,Sulawesi Tenggara,Wildfire,2007,1003
Indonesia,Sulawesi Tenggara,Hard commodities,2008,577
Indonesia,Sulawesi Tenggara,Logging,2008,111
Indonesia,Sulawesi Tenggara,Other natural disturbances,2008,55
Indonesia,Sulawesi Tenggara,Permanent agriculture,2008,6900
Indonesia,Sulawesi Tenggara,Settlements & Infrastructure,2008,65
Indonesia,Sulawesi Tenggara,Shifting cultivation,2008,678
Indonesia,Sulawesi Tenggara,Wildfire,2008,298
Indonesia,Sulawesi Tenggara,Hard commodities,2009,501
Indonesia,Sulawesi Tenggara,Logging,2009,470
Indonesia,Sulawesi Tenggara,Other natural disturbances,2009,230
Indonesia,Sulawesi Tenggara,Permanent agriculture,2009,24956
Indonesia,Sulawesi Tenggara,Settlements & Infrastructure,2009,408
Indonesia,Sulawesi Tenggara,Shifting cultivation,2009,3127
Indonesia,Sulawesi Tenggara,Wildfire,2009,345
Indonesia,Sulawesi Tenggara,Hard commodities,2010,525
Indonesia,Sulawesi Tenggara,Logging,2010,163
Indonesia,Sulawesi Tenggara,Other natural disturbances,2010,130
Indonesia,Sulawesi Tenggara,Permanent agriculture,2010,5345
Indonesia,Sulawesi Tenggara,Settlements & Infrastructure,2010,40
Indonesia,Sulawesi Tenggara,Shifting cultivation,2010,1131
Indonesia,Sulawesi Tenggara,Wildfire,2010,268
Indonesia,Sulawesi Tenggara,Hard commodities,2011,1789
Indonesia,Sulawesi Tenggara,Logging,2011,277
Indonesia,Sulawesi Tenggara,Other natural disturbances,2011,219
Indonesia,Sulawesi Tenggara,Permanent agriculture,2011,17858
Indonesia,Sulawesi Tenggara,Settlements & Infrastructure,2011,230
Indonesia,Sulawesi Tenggara,Shifting cultivation,2011,2149
Indonesia,Sulawesi Tenggara,Wildfire,2011,376
Indonesia,Sulawesi Tenggara,Hard commodities,2012,2191
Indonesia,Sulawesi Tenggara,Logging,2012,642
Indonesia,Sulawesi Tenggara,Other natural disturbances,2012,180
Indonesia,Sulawesi Tenggara,Permanent agriculture,2012,17683
Indonesia,Sulawesi Tenggara,Settlements & Infrastructure,2012,272
Indonesia,Sulawesi Tenggara,Shifting cultivation,2012,1649
Indonesia,Sulawesi Tenggara,Wildfire,2012,321
Indonesia,Sulawesi Tenggara,Hard commodities,2013,1684
Indonesia,Sulawesi Tenggara,Logging,2013,805
Indonesia,Sulawesi Tenggara,Other natural disturbances,2013,108
Indonesia,Sulawesi Tenggara,Permanent agriculture,2013,11429
Indonesia,Sulawesi Tenggara,Settlements & Infrastructure,2013,106
Indonesia,Sulawesi Tenggara,Shifting cultivation,2013,1154
Indonesia,Sulawesi Tenggara,Wildfire,2013,182
Indonesia,Sulawesi Tenggara,Hard commodities,2014,954
Indonesia,Sulawesi Tenggara,Logging,2014,795
Indonesia,Sulawesi Tenggara,Other natural disturbances,2014,250
Indonesia,Sulawesi Tenggara,Permanent agriculture,2014,32344
Indonesia,Sulawesi Tenggara,Settlements & Infrastructure,2014,347
Indonesia,Sulawesi Tenggara,Shifting cultivation,2014,4193
Indonesia,Sulawesi Tenggara,Wildfire,2014,789
Indonesia,Sulawesi Tenggara,Hard commodities,2015,648
Indonesia,Sulawesi Tenggara,Logging,2015,708
Indonesia,Sulawesi Tenggara,Other natural disturbances,2015,378
Indonesia,Sulawesi Tenggara,Permanent agriculture,2015,34019
Indonesia,Sulawesi Tenggara,Settlements & Infrastructure,2015,305
Indonesia,Sulawesi Tenggara,Shifting cultivation,2015,5380
Indonesia,Sulawesi Tenggara,Wildfire,2015,2046
Indonesia,Sulawesi Tenggara,Hard commodities,2016,764
Indonesia,Sulawesi Tenggara,Logging,2016,1351
Indonesia,Sulawesi Tenggara,Other natural disturbances,2016,541
Indonesia,Sulawesi Tenggara,Permanent agriculture,2016,25681
Indonesia,Sulawesi Tenggara,Settlements & Infrastructure,2016,301
Indonesia,Sulawesi Tenggara,Shifting cultivation,2016,4852
Indonesia,Sulawesi Tenggara,Wildfire,2016,4901
Indonesia,Sulawesi Tenggara,Hard commodities,2017,611
Indonesia,Sulawesi Tenggara,Logging,2017,812
Indonesia,Sulawesi Tenggara,Other natural disturbances,2017,381
Indonesia,Sulawesi Tenggara,Permanent agriculture,2017,21048
Indonesia,Sulawesi Tenggara,Settlements & Infrastructure,2017,294
Indonesia,Sulawesi Tenggara,Shifting cultivation,2017,3728
Indonesia,Sulawesi Tenggara,Wildfire,2017,209
Indonesia,Sulawesi Tenggara,Hard commodities,2018,1243
Indonesia,Sulawesi Tenggara,Logging,2018,897
Indonesia,Sulawesi Tenggara,Other natural disturbances,2018,261
Indonesia,Sulawesi Tenggara,Permanent agriculture,2018,18714
Indonesia,Sulawesi Tenggara,Settlements & Infrastructure,2018,271
Indonesia,Sulawesi Tenggara,Shifting cultivation,2018,2638
Indonesia,Sulawesi Tenggara,Wildfire,2018,176
Indonesia,Sulawesi Tenggara,Hard commodities,2019,2014
Indonesia,Sulawesi Tenggara,Logging,2019,3789
Indonesia,Sulawesi Tenggara,Other natural disturbances,2019,1505
Indonesia,Sulawesi Tenggara,Permanent agriculture,2019,23233
Indonesia,Sulawesi Tenggara,Settlements & Infrastructure,2019,268
Indonesia,Sulawesi Tenggara,Shifting cultivation,2019,3521
Indonesia,Sulawesi Tenggara,Wildfire,2019,520
Indonesia,Sulawesi Tenggara,Hard commodities,2020,1342
Indonesia,Sulawesi Tenggara,Logging,2020,918
Indonesia,Sulawesi Tenggara,Other natural disturbances,2020,496
Indonesia,Sulawesi Tenggara,Permanent agriculture,2020,13341
Indonesia,Sulawesi Tenggara,Settlements & Infrastructure,2020,129
Indonesia,Sulawesi Tenggara,Shifting cultivation,2020,2368
Indonesia,Sulawesi Tenggara,Wildfire,2020,302
Indonesia,Sulawesi Tenggara,Hard commodities,2021,1459
Indonesia,Sulawesi Tenggara,Logging,2021,487
Indonesia,Sulawesi Tenggara,Other natural disturbances,2021,372
Indonesia,Sulawesi Tenggara,Permanent agriculture,2021,8311
Indonesia,Sulawesi Tenggara,Settlements & Infrastructure,2021,115
Indonesia,Sulawesi Tenggara,Shifting cultivation,2021,1367
Indonesia,Sulawesi Tenggara,Wildfire,2021,253
Indonesia,Sulawesi Tenggara,Hard commodities,2022,1784
Indonesia,Sulawesi Tenggara,Logging,2022,844
Indonesia,Sulawesi Tenggara,Other natural disturbances,2022,256
Indonesia,Sulawesi Tenggara,Permanent agriculture,2022,8887
Indonesia,Sulawesi Tenggara,Settlements & Infrastructure,2022,88
Indonesia,Sulawesi Tenggara,Shifting cultivation,2022,1175
Indonesia,Sulawesi Tenggara,Wildfire,2022,315
Indonesia,Sulawesi Tenggara,Hard commodities,2023,1938
Indonesia,Sulawesi Tenggara,Logging,2023,1418
Indonesia,Sulawesi Tenggara,Other natural disturbances,2023,380
Indonesia,Sulawesi Tenggara,Permanent agriculture,2023,26447
Indonesia,Sulawesi Tenggara,Settlements & Infrastructure,2023,309
Indonesia,Sulawesi Tenggara,Shifting cultivation,2023,3128
Indonesia,Sulawesi Tenggara,Wildfire,2023,536
Indonesia,Sulawesi Tenggara,Hard commodities,2024,1205
Indonesia,Sulawesi Tenggara,Logging,2024,776
Indonesia,Sulawesi Tenggara,Other natural disturbances,2024,215
Indonesia,Sulawesi Tenggara,Permanent agriculture,2024,12416
Indonesia,Sulawesi Tenggara,Settlements & Infrastructure,2024,136
Indonesia,Sulawesi Tenggara,Shifting cultivation,2024,1877
Indonesia,Sulawesi Tenggara,Wildfire,2024,276
Indonesia,Sulawesi Tenggara,Hard commodities,2025,1521
Indonesia,Sulawesi Tenggara,Logging,2025,1178
Indonesia,Sulawesi Tenggara,Other natural disturbances,2025,271
Indonesia,Sulawesi Tenggara,Permanent agriculture,2025,17144
Indonesia,Sulawesi Tenggara,Settlements & Infrastructure,2025,131
Indonesia,Sulawesi Tenggara,Shifting cultivation,2025,2815
Indonesia,Sulawesi Tenggara,Wildfire,2025,479
Indonesia,Sulawesi Utara,Hard commodities,2001,52
Indonesia,Sulawesi Utara,Logging,2001,486
Indonesia,Sulawesi Utara,Other natural disturbances,2001,27
Indonesia,Sulawesi Utara,Permanent agriculture,2001,2938
Indonesia,Sulawesi Utara,Settlements & Infrastructure,2001,58
Indonesia,Sulawesi Utara,Shifting cultivation,2001,921
Indonesia,Sulawesi Utara,Wildfire,2001,20
Indonesia,Sulawesi Utara,Hard commodities,2002,104
Indonesia,Sulawesi Utara,Logging,2002,1184
Indonesia,Sulawesi Utara,Other natural disturbances,2002,51
Indonesia,Sulawesi Utara,Permanent agriculture,2002,4404
Indonesia,Sulawesi Utara,Settlements & Infrastructure,2002,65
Indonesia,Sulawesi Utara,Shifting cultivation,2002,1811
Indonesia,Sulawesi Utara,Wildfire,2002,46
Indonesia,Sulawesi Utara,Hard commodities,2003,38
Indonesia,Sulawesi Utara,Logging,2003,651
Indonesia,Sulawesi Utara,Other natural disturbances,2003,42
Indonesia,Sulawesi Utara,Permanent agriculture,2003,1278
Indonesia,Sulawesi Utara,Settlements & Infrastructure,2003,22
Indonesia,Sulawesi Utara,Shifting cultivation,2003,857
Indonesia,Sulawesi Utara,Wildfire,2003,14
Indonesia,Sulawesi Utara,Hard commodities,2004,182
Indonesia,Sulawesi Utara,Logging,2004,818
Indonesia,Sulawesi Utara,Other natural disturbances,2004,70
Indonesia,Sulawesi Utara,Permanent agriculture,2004,3919
Indonesia,Sulawesi Utara,Settlements & Infrastructure,2004,122
Indonesia,Sulawesi Utara,Shifting cultivation,2004,1694
Indonesia,Sulawesi Utara,Wildfire,2004,20
Indonesia,Sulawesi Utara,Hard commodities,2005,49
Indonesia,Sulawesi Utara,Logging,2005,499
Indonesia,Sulawesi Utara,Other natural disturbances,2005,73
Indonesia,Sulawesi Utara,Permanent agriculture,2005,1993
Indonesia,Sulawesi Utara,Settlements & Infrastructure,2005,81
Indonesia,Sulawesi Utara,Shifting cultivation,2005,757
Indonesia,Sulawesi Utara,Wildfire,2005,12
Indonesia,Sulawesi Utara,Hard commodities,2006,105
Indonesia,Sulawesi Utara,Logging,2006,499
Indonesia,Sulawesi Utara,Other natural disturbances,2006,71
Indonesia,Sulawesi Utara,Permanent agriculture,2006,3167
Indonesia,Sulawesi Utara,Settlements & Infrastructure,2006,65
Indonesia,Sulawesi Utara,Shifting cultivation,2006,947
Indonesia,Sulawesi Utara,Wildfire,2006,26
Indonesia,Sulawesi Utara,Hard commodities,2007,105
Indonesia,Sulawesi Utara,Logging,2007,551
Indonesia,Sulawesi Utara,Other natural disturbances,2007,66
Indonesia,Sulawesi Utara,Permanent agriculture,2007,2643
Indonesia,Sulawesi Utara,Settlements & Infrastructure,2007,125
Indonesia,Sulawesi Utara,Shifting cultivation,2007,748
Indonesia,Sulawesi Utara,Wildfire,2007,19
Indonesia,Sulawesi Utara,Hard commodities,2008,11
Indonesia,Sulawesi Utara,Logging,2008,134
Indonesia,Sulawesi Utara,Other natural disturbances,2008,7
Indonesia,Sulawesi Utara,Permanent agriculture,2008,1130
Indonesia,Sulawesi Utara,Settlements & Infrastructure,2008,62
Indonesia,Sulawesi Utara,Shifting cultivation,2008,257
Indonesia,Sulawesi Utara,Wildfire,2008,1
Indonesia,Sulawesi Utara,Hard commodities,2009,72
Indonesia,Sulawesi Utara,Logging,2009,469
Indonesia,Sulawesi Utara,Other natural disturbances,2009,28
Indonesia,Sulawesi Utara,Permanent agriculture,2009,5329
Indonesia,Sulawesi Utara,Settlements & Infrastructure,2009,224
Indonesia,Sulawesi Utara,Shifting cultivation,2009,824
Indonesia,Sulawesi Utara,Wildfire,2009,31
Indonesia,Sulawesi Utara,Hard commodities,2010,42
Indonesia,Sulawesi Utara,Logging,2010,191
Indonesia,Sulawesi Utara,Other natural disturbances,2010,34
Indonesia,Sulawesi Utara,Permanent agriculture,2010,1376
Indonesia,Sulawesi Utara,Settlements & Infrastructure,2010,84
Indonesia,Sulawesi Utara,Shifting cultivation,2010,291
Indonesia,Sulawesi Utara,Wildfire,2010,7
Indonesia,Sulawesi Utara,Hard commodities,2011,69
Indonesia,Sulawesi Utara,Logging,2011,375
Indonesia,Sulawesi Utara,Other natural disturbances,2011,49
Indonesia,Sulawesi Utara,Permanent agriculture,2011,1952
Indonesia,Sulawesi Utara,Settlements & Infrastructure,2011,143
Indonesia,Sulawesi Utara,Shifting cultivation,2011,488
Indonesia,Sulawesi Utara,Wildfire,2011,13
Indonesia,Sulawesi Utara,Hard commodities,2012,39
Indonesia,Sulawesi Utara,Logging,2012,178
Indonesia,Sulawesi Utara,Other natural disturbances,2012,178
Indonesia,Sulawesi Utara,Permanent agriculture,2012,1789
Indonesia,Sulawesi Utara,Settlements & Infrastructure,2012,72
Indonesia,Sulawesi Utara,Shifting cultivation,2012,284
Indonesia,Sulawesi Utara,Wildfire,2012,94
Indonesia,Sulawesi Utara,Hard commodities,2013,28
Indonesia,Sulawesi Utara,Logging,2013,91
Indonesia,Sulawesi Utara,Other natural disturbances,2013,34
Indonesia,Sulawesi Utara,Permanent agriculture,2013,1195
Indonesia,Sulawesi Utara,Settlements & Infrastructure,2013,37
Indonesia,Sulawesi Utara,Shifting cultivation,2013,305
Indonesia,Sulawesi Utara,Wildfire,2013,7
Indonesia,Sulawesi Utara,Hard commodities,2014,124
Indonesia,Sulawesi Utara,Logging,2014,498
Indonesia,Sulawesi Utara,Other natural disturbances,2014,105
Indonesia,Sulawesi Utara,Permanent agriculture,2014,4774
Indonesia,Sulawesi Utara,Settlements & Infrastructure,2014,144
Indonesia,Sulawesi Utara,Shifting cultivation,2014,1167
Indonesia,Sulawesi Utara,Wildfire,2014,40
Indonesia,Sulawesi Utara,Hard commodities,2015,117
Indonesia,Sulawesi Utara,Logging,2015,1594
Indonesia,Sulawesi Utara,Other natural disturbances,2015,2108
Indonesia,Sulawesi Utara,Permanent agriculture,2015,8302
Indonesia,Sulawesi Utara,Settlements & Infrastructure,2015,147
Indonesia,Sulawesi Utara,Shifting cultivation,2015,2464
Indonesia,Sulawesi Utara,Wildfire,2015,836
Indonesia,Sulawesi Utara,Hard commodities,2016,106
Indonesia,Sulawesi Utara,Logging,2016,643
Indonesia,Sulawesi Utara,Other natural disturbances,2016,570
Indonesia,Sulawesi Utara,Permanent agriculture,2016,4494
Indonesia,Sulawesi Utara,Settlements & Infrastructure,2016,70
Indonesia,Sulawesi Utara,Shifting cultivation,2016,1341
Indonesia,Sulawesi Utara,Wildfire,2016,1534
Indonesia,Sulawesi Utara,Hard commodities,2017,83
Indonesia,Sulawesi Utara,Logging,2017,511
Indonesia,Sulawesi Utara,Other natural disturbances,2017,81
Indonesia,Sulawesi Utara,Permanent agriculture,2017,3870
Indonesia,Sulawesi Utara,Settlements & Infrastructure,2017,114
Indonesia,Sulawesi Utara,Shifting cultivation,2017,1063
Indonesia,Sulawesi Utara,Wildfire,2017,26
Indonesia,Sulawesi Utara,Hard commodities,2018,171
Indonesia,Sulawesi Utara,Logging,2018,448
Indonesia,Sulawesi Utara,Other natural disturbances,2018,80
Indonesia,Sulawesi Utara,Permanent agriculture,2018,5463
Indonesia,Sulawesi Utara,Settlements & Infrastructure,2018,163
Indonesia,Sulawesi Utara,Shifting cultivation,2018,1097
Indonesia,Sulawesi Utara,Wildfire,2018,23
Indonesia,Sulawesi Utara,Hard commodities,2019,245
Indonesia,Sulawesi Utara,Logging,2019,458
Indonesia,Sulawesi Utara,Other natural disturbances,2019,131
Indonesia,Sulawesi Utara,Permanent agriculture,2019,6802
Indonesia,Sulawesi Utara,Settlements & Infrastructure,2019,206
