country,subnational1,year,gross_emissions_Mg_CO2e
Indonesia,Bengkulu,2020,11463229
Indonesia,Gorontalo,2020,2158524
Indonesia,Jakarta Raya,2020,45
Indonesia,Jambi,2020,58106700
Indonesia,Jawa Barat,2020,2188142
Indonesia,Jawa Tengah,2020,1839563
Indonesia,Jawa Timur,2020,3066674
Indonesia,Kalimantan Barat,2020,77963425
Indonesia,Kalimantan Selatan,2020,12913073
Indonesia,Kalimantan Tengah,2020,61573471
Indonesia,Kalimantan Timur,2020,67124186
Indonesia,Kalimantan Utara,2020,17500185
Indonesia,Kepulauan Riau,2020,4829351
Indonesia,Lampung,2020,4961814
Indonesia,Maluku,2020,3867116
Indonesia,Maluku Utara,2020,5738418
Indonesia,Nusa Tenggara Barat,2020,3740720
Indonesia,Nusa Tenggara Timur,2020,3318588
Indonesia,Papua,2020,20560015
Indonesia,Papua Barat,2020,11722628
Indonesia,Riau,2020,44465965
Indonesia,Sulawesi Barat,2020,5750514
Indonesia,Sulawesi Selatan,2020,9248578
Indonesia,Sulawesi Tengah,2020,18307535
Indonesia,Sulawesi Tenggara,2020,13116264
Indonesia,Sulawesi Utara,2020,2248756
Indonesia,Sumatera Barat,2020,14276533
Indonesia,Sumatera Selatan,2020,68998038
Indonesia,Sumatera Utara,2020,21554946
Indonesia,Yogyakarta,2020,30718
Indonesia,Aceh,2021,19068923
Indonesia,Bali,2021,125158
Indonesia,Bangka Belitung,2021,15964701
Indonesia,Banten,2021,1186100
Indonesia,Bengkulu,2021,9931431
Indonesia,Gorontalo,2021,1508724
Indonesia,Jakarta Raya,2021,0
Indonesia,Jambi,2021,44650436
Indonesia,Jawa Barat,2021,1711366
Indonesia,Jawa Tengah,2021,1508892
Indonesia,Jawa Timur,2021,2346546
Indonesia,Kalimantan Barat,2021,68720810
Indonesia,Kalimantan Selatan,2021,12733352
Indonesia,Kalimantan Tengah,2021,33575512
Indonesia,Kalimantan Timur,2021,53374318
Indonesia,Kalimantan Utara,2021,14424180
Indonesia,Kepulauan Riau,2021,2402002
Indonesia,Lampung,2021,4750622
Indonesia,Maluku,2021,2650184
Indonesia,Maluku Utara,2021,4723748
Indonesia,Nusa Tenggara Barat,2021,2861007
Indonesia,Nusa Tenggara Timur,2021,5193341
Indonesia,Papua,2021,18203389
Indonesia,Papua Barat,2021,9246043
Indonesia,Riau,2021,50236760
Indonesia,Sulawesi Barat,2021,6826750
Indonesia,Sulawesi Selatan,2021,6894175
Indonesia,Sulawesi Tengah,2021,15677078
Indonesia,Sulawesi Tenggara,2021,8773831
Indonesia,Sulawesi Utara,2021,2169260
Indonesia,Sumatera Barat,2021,19032219
Indonesia,Sumatera Selatan,2021,50519754
Indonesia,Sumatera Utara,2021,27154840
Indonesia,Yogyakarta,2021,40447
Indonesia,Aceh,2022,17055238
Indonesia,Bali,2022,168311
Indonesia,Bangka Belitung,2022,16780277
Indonesia,Banten,2022,933593
Indonesia,Bengkulu,2022,16740501
Indonesia,Gorontalo,2022,1952634
Indonesia,Jakarta Raya,2022,0
Indonesia,Jambi,2022,49091033
Indonesia,Jawa Barat,2022,1692424
Indonesia,Jawa Tengah,2022,1514714
Indonesia,Jawa Timur,2022,1973356
Indonesia,Kalimantan Barat,2022,85116077
Indonesia,Kalimantan Selatan,2022,9615396
Indonesia,Kalimantan Tengah,2022,46606173
Indonesia,Kalimantan Timur,2022,42488726
Indonesia,Kalimantan Utara,2022,13142975
Indonesia,Kepulauan Riau,2022,1575187
Indonesia,Lampung,2022,4224198
Indonesia,Maluku,2022,3606516
Indonesia,Maluku Utara,2022,4982113
Indonesia,Nusa Tenggara Barat,2022,3354272
Indonesia,Nusa Tenggara Timur,2022,3661910
Indonesia,Papua,2022,19035271
Indonesia,Papua Barat,2022,10923165
Indonesia,Riau,2022,46079203
Indonesia,Sulawesi Barat,2022,7014744
Indonesia,Sulawesi Selatan,2022,10665253
Indonesia,Sulawesi Tengah,2022,17192142
Indonesia,Sulawesi Tenggara,2022,9507494
Indonesia,Sulawesi Utara,2022,2100609
Indonesia,Sumatera Barat,2022,21288243
Indonesia,Sumatera Selatan,2022,54143835
Indonesia,Sumatera Utara,2022,25172582
Indonesia,Yogyakarta,2022,20073
Indonesia,Aceh,2023,23414213
Indonesia,Bali,2023,366011
Indonesia,Bangka Belitung,2023,24625191
Indonesia,Banten,2023,2396861
Indonesia,Bengkulu,2023,19359919
Indonesia,Gorontalo,2023,5612015
Indonesia,Jakarta Raya,2023,156
Indonesia,Jambi,2023,58733667
Indonesia,Jawa Barat,2023,3643610
Indonesia,Jawa Tengah,2023,3315097
Indonesia,Jawa Timur,2023,4285779
Indonesia,Kalimantan Barat,2023,127196178
Indonesia,Kalimantan Selatan,2023,30103329
Indonesia,Kalimantan Tengah,2023,92640009
Indonesia,Kalimantan Timur,2023,90370289
Indonesia,Kalimantan Utara,2023,19430027
Indonesia,Kepulauan Riau,2023,1881320
Indonesia,Lampung,2023,13115073
Indonesia,Maluku,2023,9325355
Indonesia,Maluku Utara,2023,9342861
Indonesia,Nusa Tenggara Barat,2023,5845193
Indonesia,Nusa Tenggara Timur,2023,4421981
Indonesia,Papua,2023,15892855
Indonesia,Papua Barat,2023,13069511
Indonesia,Riau,2023,54944384
Indonesia,Sulawesi Barat,2023,9946114
Indonesia,Sulawesi Selatan,2023,16886210
Indonesia,Sulawesi Tengah,2023,29893987
Indonesia,Sulawesi Tenggara,2023,23240600
Indonesia,Sulawesi Utara,2023,4503589
Indonesia,Sumatera Barat,2023,20490443
Indonesia,Sumatera Selatan,2023,83248155
Indonesia,Sumatera Utara,2023,31726408
Indonesia,Yogyakarta,2023,56665
Indonesia,Aceh,2024,28288304
Indonesia,Bali,2024,110595
Indonesia,Bangka Belitung,2024,15442591
Indonesia,Banten,2024,2161760
Indonesia,Bengkulu,2024,15149284
Indonesia,Gorontalo,2024,3433042
Indonesia,Jakarta Raya,2024,282
Indonesia,Jambi,2024,56862010
Indonesia,Jawa Barat,2024,2845516
Indonesia,Jawa Tengah,2024,1992207
Indonesia,Jawa Timur,2024,2880290
Indonesia,Kalimantan Barat,2024,110129497
Indonesia,Kalimantan Selatan,2024,16303508
Indonesia,Kalimantan Tengah,2024,77326852
Indonesia,Kalimantan Timur,2024,74033620
Indonesia,Kalimantan Utara,2024,14558674
Indonesia,Kepulauan Riau,2024,1479503
Indonesia,Lampung,2024,8437012
Indonesia,Maluku,2024,3610403
Indonesia,Maluku Utara,2024,5739763
Indonesia,Nusa Tenggara Barat,2024,3781648
Indonesia,Nusa Tenggara Timur,2024,3384880
Indonesia,Papua,2024,15504031
Indonesia,Papua Barat,2024,9605649
Indonesia,Riau,2024,49142543
Indonesia,Sulawesi Barat,2024,6104168
Indonesia,Sulawesi Selatan,2024,6429375
Indonesia,Sulawesi Tengah,2024,20356703
Indonesia,Sulawesi Tenggara,2024,11911870
Indonesia,Sulawesi Utara,2024,2640778
Indonesia,Sumatera Barat,2024,18881753
Indonesia,Sumatera Selatan,2024,70685099
Indonesia,Sumatera Utara,2024,31333095
Indonesia,Yogyakarta,2024,62474
Indonesia,Aceh,2025,38134004
Indonesia,Bali,2025,208816
Indonesia,Bangka Belitung,2025,16518284
Indonesia,Banten,2025,1563343
Indonesia,Bengkulu,2025,19653388
Indonesia,Gorontalo,2025,4354999
Indonesia,Jakarta Raya,2025,120
Indonesia,Jambi,2025,48663566
Indonesia,Jawa Barat,2025,2150998
Indonesia,Jawa Tengah,2025,1727088
Indonesia,Jawa Timur,2025,2707027
Indonesia,Kalimantan Barat,2025,93407472
Indonesia,Kalimantan Selatan,2025,16069260
Indonesia,Kalimantan Tengah,2025,65526333
Indonesia,Kalimantan Timur,2025,84131060
Indonesia,Kalimantan Utara,2025,16137284
Indonesia,Kepulauan Riau,2025,2477458
Indonesia,Lampung,2025,8970321
Indonesia,Maluku,2025,2968855
Indonesia,Maluku Utara,2025,7294489
Indonesia,Nusa Tenggara Barat,2025,2291204
Indonesia,Nusa Tenggara Timur,2025,3490842
Indonesia,Papua,2025,31026936
Indonesia,Papua Barat,2025,12372964
Indonesia,Riau,2025,46551305
Indonesia,Sulawesi Barat,2025,8222912
Indonesia,Sulawesi Selatan,2025,10011954
Indonesia,Sulawesi Tengah,2025,25155896
Indonesia,Sulawesi Tenggara,2025,16731359
Indonesia,Sulawesi Utara,2025,2196192
Indonesia,Sumatera Barat,2025,28512594
Indonesia,Sumatera Selatan,2025,72809476
Indonesia,Sumatera Utara,2025,43504629
Indonesia,Yogyakarta,2025,17695
