country,subnational1,year,tree_cover_loss_ha,gross_emissions_Mg_CO2e
Indonesia,Sulawesi Utara,2017,5776,4203060
Indonesia,Sumatera Barat,2017,51511,32965737
Indonesia,Sumatera Selatan,2017,124660,93596415
Indonesia,Sumatera Utara,2017,74551,34494313
Indonesia,Yogyakarta,2017,108,59093
Indonesia,Aceh,2018,46111,27962456
Indonesia,Bali,2018,303,160608
Indonesia,Bangka Belitung,2018,22426,10346117
Indonesia,Banten,2018,3400,2126015
Indonesia,Bengkulu,2018,24625,17475093
Indonesia,Gorontalo,2018,8006,5434734
Indonesia,Jakarta Raya,2018,0,0
Indonesia,Jambi,2018,69979,45891675
Indonesia,Jawa Barat,2018,4509,2731172
Indonesia,Jawa Tengah,2018,2574,1687871
Indonesia,Jawa Timur,2018,4290,2697431
Indonesia,Kalimantan Barat,2018,159316,98167253
Indonesia,Kalimantan Selatan,2018,37578,22308068
Indonesia,Kalimantan Tengah,2018,110369,77290523
Indonesia,Kalimantan Timur,2018,147742,106334364
Indonesia,Kalimantan Utara,2018,36812,27563305
Indonesia,Kepulauan Riau,2018,6267,3307800
Indonesia,Lampung,2018,10335,6048312
Indonesia,Maluku,2018,11187,7896204
Indonesia,Maluku Utara,2018,12375,9450256
Indonesia,Nusa Tenggara Barat,2018,8144,4520196
Indonesia,Nusa Tenggara Timur,2018,5183,2513686
Indonesia,Papua,2018,34779,25271638
Indonesia,Papua Barat,2018,20510,15874932
Indonesia,Riau,2018,101107,53064102
Indonesia,Sulawesi Barat,2018,12974,8645005
Indonesia,Sulawesi Selatan,2018,19442,12377528
Indonesia,Sulawesi Tengah,2018,37526,25371329
Indonesia,Sulawesi Tenggara,2018,24213,15932135
Indonesia,Sulawesi Utara,2018,7455,5437316
Indonesia,Sumatera Barat,2018,37400,22558073
Indonesia,Sumatera Selatan,2018,125459,79977142
Indonesia,Sumatera Utara,2018,66197,30288871
Indonesia,Yogyakarta,2018,139,69539
Indonesia,Aceh,2019,28562,17827200
Indonesia,Bali,2019,705,430049
Indonesia,Bangka Belitung,2019,25529,10782181
Indonesia,Banten,2019,4714,2872952
Indonesia,Bengkulu,2019,18201,12405984
Indonesia,Gorontalo,2019,10959,7253711
Indonesia,Jakarta Raya,2019,0,0
Indonesia,Jambi,2019,67673,44534783
Indonesia,Jawa Barat,2019,6974,4253331
Indonesia,Jawa Tengah,2019,2768,1817129
Indonesia,Jawa Timur,2019,5112,3169348
Indonesia,Kalimantan Barat,2019,143107,92649408
Indonesia,Kalimantan Selatan,2019,44331,26464933
Indonesia,Kalimantan Tengah,2019,122143,88029150
Indonesia,Kalimantan Timur,2019,132059,97253433
Indonesia,Kalimantan Utara,2019,29325,21489567
Indonesia,Kepulauan Riau,2019,8888,4601650
Indonesia,Lampung,2019,13176,7389107
Indonesia,Maluku,2019,17180,12074296
Indonesia,Maluku Utara,2019,14167,10838621
Indonesia,Nusa Tenggara Barat,2019,8704,4841510
Indonesia,Nusa Tenggara Timur,2019,7794,3894210
Indonesia,Papua,2019,34559,25233421
Indonesia,Papua Barat,2019,16558,12783305
Indonesia,Riau,2019,102818,52352899
Indonesia,Sulawesi Barat,2019,13036,8485704
Indonesia,Sulawesi Selatan,2019,22925,14117374
Indonesia,Sulawesi Tengah,2019,45513,30666808
Indonesia,Sulawesi Tenggara,2019,34957,23664448
Indonesia,Sulawesi Utara,2019,8921,6494344
Indonesia,Sumatera Barat,2019,30976,17571084
Indonesia,Sumatera Selatan,2019,102590,65511821
Indonesia,Sumatera Utara,2019,51890,22807030
Indonesia,Yogyakarta,2019,69,37250
Indonesia,Aceh,2020,30225,18680978
Indonesia,Bali,2020,165,109000
Indonesia,Bangka Belitung,2020,24627,12084016
Indonesia,Banten,2020,2041,1277439
Indonesia,Bengkulu,2020,16310,11463229
Indonesia,Gorontalo,2020,3030,2158524
Indonesia,Jakarta Raya,2020,0,45
Indonesia,Jambi,2020,78387,58106700
Indonesia,Jawa Barat,2020,3459,2188142
Indonesia,Jawa Tengah,2020,2753,1839563
Indonesia,Jawa Timur,2020,4920,3066674
Indonesia,Kalimantan Barat,2020,121934,77963425
Indonesia,Kalimantan Selatan,2020,21000,12913073
Indonesia,Kalimantan Tengah,2020,90490,61573471
Indonesia,Kalimantan Timur,2020,91821,67124186
Indonesia,Kalimantan Utara,2020,24481,17500185
Indonesia,Kepulauan Riau,2020,8778,4829351
Indonesia,Lampung,2020,9472,4961814
Indonesia,Maluku,2020,5660,3867116
Indonesia,Maluku Utara,2020,7423,5738418
Indonesia,Nusa Tenggara Barat,2020,6598,3740720
Indonesia,Nusa Tenggara Timur,2020,6516,3318588
Indonesia,Papua,2020,29910,20560015
Indonesia,Papua Barat,2020,16318,11722628
Indonesia,Riau,2020,94604,44465965
Indonesia,Sulawesi Barat,2020,8514,5750514
Indonesia,Sulawesi Selatan,2020,14268,9248578
Indonesia,Sulawesi Tengah,2020,26788,18307535
Indonesia,Sulawesi Tenggara,2020,18920,13116264
Indonesia,Sulawesi Utara,2020,3124,2248756
Indonesia,Sumatera Barat,2020,30395,14276533
Indonesia,Sumatera Selatan,2020,108367,68998038
Indonesia,Sumatera Utara,2020,50232,21554946
Indonesia,Yogyakarta,2020,55,30718
Indonesia,Aceh,2021,31786,19068923
Indonesia,Bali,2021,199,125158
Indonesia,Bangka Belitung,2021,31005,15964701
Indonesia,Banten,2021,1915,1186100
Indonesia,Bengkulu,2021,14326,9931431
Indonesia,Gorontalo,2021,2199,1508724
Indonesia,Jakarta Raya,2021,1,0
Indonesia,Jambi,2021,73131,44650436
Indonesia,Jawa Barat,2021,2568,1711366
Indonesia,Jawa Tengah,2021,2109,1508892
Indonesia,Jawa Timur,2021,3519,2346546
Indonesia,Kalimantan Barat,2021,109033,68720810
Indonesia,Kalimantan Selatan,2021,21668,12733352
Indonesia,Kalimantan Tengah,2021,53160,33575512
Indonesia,Kalimantan Timur,2021,74061,53374318
Indonesia,Kalimantan Utara,2021,19260,14424180
Indonesia,Kepulauan Riau,2021,4390,2402002
Indonesia,Lampung,2021,7605,4750622
Indonesia,Maluku,2021,3728,2650184
Indonesia,Maluku Utara,2021,6041,4723748
Indonesia,Nusa Tenggara Barat,2021,4815,2861007
Indonesia,Nusa Tenggara Timur,2021,9792,5193341
Indonesia,Papua,2021,26340,18203389
Indonesia,Papua Barat,2021,12209,9246043
Indonesia,Riau,2021,95679,50236760
Indonesia,Sulawesi Barat,2021,9848,6826750
Indonesia,Sulawesi Selatan,2021,10243,6894175
Indonesia,Sulawesi Tengah,2021,22584,15677078
Indonesia,Sulawesi Tenggara,2021,12406,8773831
Indonesia,Sulawesi Utara,2021,2824,2169260
Indonesia,Sumatera Barat,2021,35801,19032219
Indonesia,Sumatera Selatan,2021,77866,50519754
Indonesia,Sumatera Utara,2021,59204,27154840
Indonesia,Yogyakarta,2021,71,40447
Indonesia,Aceh,2022,29786,17055238
Indonesia,Bali,2022,262,168311
Indonesia,Bangka Belitung,2022,34052,16780277
Indonesia,Banten,2022,1545,933593
Indonesia,Bengkulu,2022,23799,16740501
Indonesia,Gorontalo,2022,2819,1952634
Indonesia,Jakarta Raya,2022,0,0
Indonesia,Jambi,2022,75656,49091033
Indonesia,Jawa Barat,2022,2575,1692424
Indonesia,Jawa Tengah,2022,2085,1514714
Indonesia,Jawa Timur,2022,2918,1973356
Indonesia,Kalimantan Barat,2022,137500,85116077
Indonesia,Kalimantan Selatan,2022,17770,9615396
Indonesia,Kalimantan Tengah,2022,72734,46606173
Indonesia,Kalimantan Timur,2022,61563,42488726
Indonesia,Kalimantan Utara,2022,17636,13142975
Indonesia,Kepulauan Riau,2022,2845,1575187
Indonesia,Lampung,2022,7023,4224198
Indonesia,Maluku,2022,5059,3606516
Indonesia,Maluku Utara,2022,6358,4982113
Indonesia,Nusa Tenggara Barat,2022,5616,3354272
Indonesia,Nusa Tenggara Timur,2022,7000,3661910
Indonesia,Papua,2022,28605,19035271
Indonesia,Papua Barat,2022,13753,10923165
Indonesia,Riau,2022,86882,46079203
Indonesia,Sulawesi Barat,2022,10042,7014744
Indonesia,Sulawesi Selatan,2022,15943,10665253
Indonesia,Sulawesi Tengah,2022,24645,17192142
Indonesia,Sulawesi Tenggara,2022,13369,9507494
Indonesia,Sulawesi Utara,2022,2731,2100609
Indonesia,Sumatera Barat,2022,35602,21288243
Indonesia,Sumatera Selatan,2022,87810,54143835
Indonesia,Sumatera Utara,2022,49219,25172582
Indonesia,Yogyakarta,2022,35,20073
Indonesia,Aceh,2023,38983,23414213
Indonesia,Bali,2023,560,366011
Indonesia,Bangka Belitung,2023,50389,24625191
Indonesia,Banten,2023,3744,2396861
Indonesia,Bengkulu,2023,29913,19359919
Indonesia,Gorontalo,2023,8242,5612015
Indonesia,Jakarta Raya,2023,0,156
Indonesia,Jambi,2023,93816,58733667
Indonesia,Jawa Barat,2023,5560,3643610
Indonesia,Jawa Tengah,2023,4726,3315097
Indonesia,Jawa Timur,2023,6319,4285779
Indonesia,Kalimantan Barat,2023,206711,127196178
Indonesia,Kalimantan Selatan,2023,51434,30103329
Indonesia,Kalimantan Tengah,2023,144867,92640009
Indonesia,Kalimantan Timur,2023,134307,90370289
Indonesia,Kalimantan Utara,2023,26442,19430027
Indonesia,Kepulauan Riau,2023,3344,1881320
Indonesia,Lampung,2023,21635,13115073
Indonesia,Maluku,2023,14304,9325355
Indonesia,Maluku Utara,2023,11894,9342861
Indonesia,Nusa Tenggara Barat,2023,9929,5845193
Indonesia,Nusa Tenggara Timur,2023,8807,4421981
Indonesia,Papua,2023,22968,15892855
Indonesia,Papua Barat,2023,16564,13069511
Indonesia,Riau,2023,115270,54944384
Indonesia,Sulawesi Barat,2023,14697,9946114
Indonesia,Sulawesi Selatan,2023,26950,16886210
Indonesia,Sulawesi Tengah,2023,43093,29893987
Indonesia,Sulawesi Tenggara,2023,34164,23240600
Indonesia,Sulawesi Utara,2023,5792,4503589
Indonesia,Sumatera Barat,2023,35180,20490443
Indonesia,Sumatera Selatan,2023,139241,83248155
Indonesia,Sumatera Utara,2023,65335,31726408
Indonesia,Yogyakarta,2023,107,56665
Indonesia,Aceh,2024,46071,28288304
Indonesia,Bali,2024,169,110595
Indonesia,Bangka Belitung,2024,31059,15442591
Indonesia,Banten,2024,3257,2161760
Indonesia,Bengkulu,2024,20997,15149284
Indonesia,Gorontalo,2024,4643,3433042
Indonesia,Jakarta Raya,2024,0,282
Indonesia,Jambi,2024,91323,56862010
Indonesia,Jawa Barat,2024,4422,2845516
Indonesia,Jawa Tengah,2024,2774,1992207
Indonesia,Jawa Timur,2024,4504,2880290
Indonesia,Kalimantan Barat,2024,173923,110129497
Indonesia,Kalimantan Selatan,2024,27839,16303508
Indonesia,Kalimantan Tengah,2024,118638,77326852
Indonesia,Kalimantan Timur,2024,110376,74033620
Indonesia,Kalimantan Utara,2024,19954,14558674
Indonesia,Kepulauan Riau,2024,2623,1479503
Indonesia,Lampung,2024,12943,8437012
Indonesia,Maluku,2024,5199,3610403
Indonesia,Maluku Utara,2024,7304,5739763
Indonesia,Nusa Tenggara Barat,2024,6154,3781648
Indonesia,Nusa Tenggara Timur,2024,6485,3384880
Indonesia,Papua,2024,22586,15504031
Indonesia,Papua Barat,2024,12149,9605649
Indonesia,Riau,2024,100670,49142543
Indonesia,Sulawesi Barat,2024,8457,6104168
Indonesia,Sulawesi Selatan,2024,9599,6429375
Indonesia,Sulawesi Tengah,2024,28744,20356703
Indonesia,Sulawesi Tenggara,2024,16908,11911870
Indonesia,Sulawesi Utara,2024,3473,2640778
Indonesia,Sumatera Barat,2024,32209,18881753
Indonesia,Sumatera Selatan,2024,120445,70685099
Indonesia,Sumatera Utara,2024,64260,31333095
Indonesia,Yogyakarta,2024,108,62474
Indonesia,Aceh,2025,60125,38134004
Indonesia,Bali,2025,314,208816
Indonesia,Bangka Belitung,2025,31395,16518284
Indonesia,Banten,2025,2383,1563343
Indonesia,Bengkulu,2025,27160,19653388
Indonesia,Gorontalo,2025,5614,4354999
Indonesia,Jakarta Raya,2025,0,120
Indonesia,Jambi,2025,76225,48663566
Indonesia,Jawa Barat,2025,3278,2150998
Indonesia,Jawa Tengah,2025,2408,1727088
Indonesia,Jawa Timur,2025,4126,2707027
Indonesia,Kalimantan Barat,2025,148087,93407472
Indonesia,Kalimantan Selatan,2025,26829,16069260
Indonesia,Kalimantan Tengah,2025,101918,65526333
Indonesia,Kalimantan Timur,2025,122323,84131060
Indonesia,Kalimantan Utara,2025,22228,16137284
Indonesia,Kepulauan Riau,2025,4276,2477458
Indonesia,Lampung,2025,13549,8970321
Indonesia,Maluku,2025,4079,2968855
Indonesia,Maluku Utara,2025,9359,7294489
Indonesia,Nusa Tenggara Barat,2025,3639,2291204
Indonesia,Nusa Tenggara Timur,2025,6865,3490842
Indonesia,Papua,2025,46728,31026936
Indonesia,Papua Barat,2025,15320,12372964
Indonesia,Riau,2025,96186,46551305
Indonesia,Sulawesi Barat,2025,11251,8222912
Indonesia,Sulawesi Selatan,2025,14594,10011954
Indonesia,Sulawesi Tengah,2025,34322,25155896
Indonesia,Sulawesi Tenggara,2025,23555,16731359
Indonesia,Sulawesi Utara,2025,2768,2196192
Indonesia,Sumatera Barat,2025,46161,28512594
Indonesia,Sumatera Selatan,2025,119329,72809476
Indonesia,Sumatera Utara,2025,75406,43504629
Indonesia,Yogyakarta,2025,31,17695
