country,subnational1,threshold,year,tree_cover_loss_ha
Indonesia,Jawa Tengah,30,2019,2768
Indonesia,Jawa Timur,30,2019,5112
Indonesia,Kalimantan Barat,30,2019,143107
Indonesia,Kalimantan Selatan,30,2019,44331
Indonesia,Kalimantan Tengah,30,2019,122143
Indonesia,Kalimantan Timur,30,2019,132059
Indonesia,Kalimantan Utara,30,2019,29325
Indonesia,Kepulauan Riau,30,2019,8888
Indonesia,Lampung,30,2019,13176
Indonesia,Maluku,30,2019,17180
Indonesia,Maluku Utara,30,2019,14167
Indonesia,Nusa Tenggara Barat,30,2019,8704
Indonesia,Nusa Tenggara Timur,30,2019,7794
Indonesia,Papua,30,2019,34559
Indonesia,Papua Barat,30,2019,16558
Indonesia,Riau,30,2019,102818
Indonesia,Sulawesi Barat,30,2019,13036
Indonesia,Sulawesi Selatan,30,2019,22925
Indonesia,Sulawesi Tengah,30,2019,45513
Indonesia,Sulawesi Tenggara,30,2019,34957
Indonesia,Sulawesi Utara,30,2019,8921
Indonesia,Sumatera Barat,30,2019,30976
Indonesia,Sumatera Selatan,30,2019,102590
Indonesia,Sumatera Utara,30,2019,51890
Indonesia,Yogyakarta,30,2019,69
Indonesia,Aceh,30,2020,30225
Indonesia,Bali,30,2020,165
Indonesia,Bangka Belitung,30,2020,24627
Indonesia,Banten,30,2020,2041
Indonesia,Bengkulu,30,2020,16310
Indonesia,Gorontalo,30,2020,3030
Indonesia,Jakarta Raya,30,2020,0
Indonesia,Jambi,30,2020,78387
Indonesia,Jawa Barat,30,2020,3459
Indonesia,Jawa Tengah,30,2020,2753
Indonesia,Jawa Timur,30,2020,4920
Indonesia,Kalimantan Barat,30,2020,121934
Indonesia,Kalimantan Selatan,30,2020,21000
Indonesia,Kalimantan Tengah,30,2020,90490
Indonesia,Kalimantan Timur,30,2020,91821
Indonesia,Kalimantan Utara,30,2020,24481
Indonesia,Kepulauan Riau,30,2020,8778
Indonesia,Lampung,30,2020,9472
Indonesia,Maluku,30,2020,5660
Indonesia,Maluku Utara,30,2020,7423
Indonesia,Nusa Tenggara Barat,30,2020,6598
Indonesia,Nusa Tenggara Timur,30,2020,6516
Indonesia,Papua,30,2020,29910
Indonesia,Papua Barat,30,2020,16318
Indonesia,Riau,30,2020,94604
Indonesia,Sulawesi Barat,30,2020,8514
Indonesia,Sulawesi Selatan,30,2020,14268
Indonesia,Sulawesi Tengah,30,2020,26788
Indonesia,Sulawesi Tenggara,30,2020,18920
Indonesia,Sulawesi Utara,30,2020,3124
Indonesia,Sumatera Barat,30,2020,30395
Indonesia,Sumatera Selatan,30,2020,108367
Indonesia,Sumatera Utara,30,2020,50232
Indonesia,Yogyakarta,30,2020,55
Indonesia,Aceh,30,2021,31786
Indonesia,Bali,30,2021,199
Indonesia,Bangka Belitung,30,2021,31005
Indonesia,Banten,30,2021,1915
Indonesia,Bengkulu,30,2021,14326
Indonesia,Gorontalo,30,2021,2199
Indonesia,Jakarta Raya,30,2021,1
Indonesia,Jambi,30,2021,73131
Indonesia,Jawa Barat,30,2021,2568
Indonesia,Jawa Tengah,30,2021,2109
Indonesia,Jawa Timur,30,2021,3519
Indonesia,Kalimantan Barat,30,2021,109033
Indonesia,Kalimantan Selatan,30,2021,21668
Indonesia,Kalimantan Tengah,30,2021,53160
Indonesia,Kalimantan Timur,30,2021,74061
Indonesia,Kalimantan Utara,30,2021,19260
Indonesia,Kepulauan Riau,30,2021,4390
Indonesia,Lampung,30,2021,7605
Indonesia,Maluku,30,2021,3728
Indonesia,Maluku Utara,30,2021,6041
Indonesia,Nusa Tenggara Barat,30,2021,4815
Indonesia,Nusa Tenggara Timur,30,2021,9792
Indonesia,Papua,30,2021,26340
Indonesia,Papua Barat,30,2021,12209
Indonesia,Riau,30,2021,95679
Indonesia,Sulawesi Barat,30,2021,9848
Indonesia,Sulawesi Selatan,30,2021,10243
Indonesia,Sulawesi Tengah,30,2021,22584
Indonesia,Sulawesi Tenggara,30,2021,12406
Indonesia,Sulawesi Utara,30,2021,2824
Indonesia,Sumatera Barat,30,2021,35801
Indonesia,Sumatera Selatan,30,2021,77866
Indonesia,Sumatera Utara,30,2021,59204
Indonesia,Yogyakarta,30,2021,71
Indonesia,Aceh,30,2022,29786
Indonesia,Bali,30,2022,262
Indonesia,Bangka Belitung,30,2022,34052
Indonesia,Banten,30,2022,1545
Indonesia,Bengkulu,30,2022,23799
Indonesia,Gorontalo,30,2022,2819
Indonesia,Jakarta Raya,30,2022,0
Indonesia,Jambi,30,2022,75656
Indonesia,Jawa Barat,30,2022,2575
Indonesia,Jawa Tengah,30,2022,2085
Indonesia,Jawa Timur,30,2022,2918
Indonesia,Kalimantan Barat,30,2022,137500
Indonesia,Kalimantan Selatan,30,2022,17770
Indonesia,Kalimantan Tengah,30,2022,72734
Indonesia,Kalimantan Timur,30,2022,61563
Indonesia,Kalimantan Utara,30,2022,17636
Indonesia,Kepulauan Riau,30,2022,2845
Indonesia,Lampung,30,2022,7023
Indonesia,Maluku,30,2022,5059
Indonesia,Maluku Utara,30,2022,6358
Indonesia,Nusa Tenggara Barat,30,2022,5616
Indonesia,Nusa Tenggara Timur,30,2022,7000
Indonesia,Papua,30,2022,28605
Indonesia,Papua Barat,30,2022,13753
Indonesia,Riau,30,2022,86882
Indonesia,Sulawesi Barat,30,2022,10042
Indonesia,Sulawesi Selatan,30,2022,15943
Indonesia,Sulawesi Tengah,30,2022,24645
Indonesia,Sulawesi Tenggara,30,2022,13369
Indonesia,Sulawesi Utara,30,2022,2731
Indonesia,Sumatera Barat,30,2022,35602
Indonesia,Sumatera Selatan,30,2022,87810
Indonesia,Sumatera Utara,30,2022,49219
Indonesia,Yogyakarta,30,2022,35
Indonesia,Aceh,30,2023,38983
Indonesia,Bali,30,2023,560
Indonesia,Bangka Belitung,30,2023,50389
Indonesia,Banten,30,2023,3744
Indonesia,Bengkulu,30,2023,29913
Indonesia,Gorontalo,30,2023,8242
Indonesia,Jakarta Raya,30,2023,0
Indonesia,Jambi,30,2023,93816
Indonesia,Jawa Barat,30,2023,5560
Indonesia,Jawa Tengah,30,2023,4726
Indonesia,Jawa Timur,30,2023,6319
Indonesia,Kalimantan Barat,30,2023,206711
Indonesia,Kalimantan Selatan,30,2023,51434
Indonesia,Kalimantan Tengah,30,2023,144867
Indonesia,Kalimantan Timur,30,2023,134307
Indonesia,Kalimantan Utara,30,2023,26442
Indonesia,Kepulauan Riau,30,2023,3344
Indonesia,Lampung,30,2023,21635
Indonesia,Maluku,30,2023,14304
Indonesia,Maluku Utara,30,2023,11894
Indonesia,Nusa Tenggara Barat,30,2023,9929
Indonesia,Nusa Tenggara Timur,30,2023,8807
Indonesia,Papua,30,2023,22968
Indonesia,Papua Barat,30,2023,16564
Indonesia,Riau,30,2023,115270
Indonesia,Sulawesi Barat,30,2023,14697
Indonesia,Sulawesi Selatan,30,2023,26950
Indonesia,Sulawesi Tengah,30,2023,43093
Indonesia,Sulawesi Tenggara,30,2023,34164
Indonesia,Sulawesi Utara,30,2023,5792
Indonesia,Sumatera Barat,30,2023,35180
Indonesia,Sumatera Selatan,30,2023,139241
Indonesia,Sumatera Utara,30,2023,65335
Indonesia,Yogyakarta,30,2023,107
Indonesia,Aceh,30,2024,46071
Indonesia,Bali,30,2024,169
Indonesia,Bangka Belitung,30,2024,31059
Indonesia,Banten,30,2024,3257
Indonesia,Bengkulu,30,2024,20997
Indonesia,Gorontalo,30,2024,4643
Indonesia,Jakarta Raya,30,2024,0
Indonesia,Jambi,30,2024,91323
Indonesia,Jawa Barat,30,2024,4422
Indonesia,Jawa Tengah,30,2024,2774
Indonesia,Jawa Timur,30,2024,4504
Indonesia,Kalimantan Barat,30,2024,173923
Indonesia,Kalimantan Selatan,30,2024,27839
Indonesia,Kalimantan Tengah,30,2024,118638
Indonesia,Kalimantan Timur,30,2024,110376
Indonesia,Kalimantan Utara,30,2024,19954
Indonesia,Kepulauan Riau,30,2024,2623
Indonesia,Lampung,30,2024,12943
Indonesia,Maluku,30,2024,5199
Indonesia,Maluku Utara,30,2024,7304
Indonesia,Nusa Tenggara Barat,30,2024,6154
Indonesia,Nusa Tenggara Timur,30,2024,6485
Indonesia,Papua,30,2024,22586
Indonesia,Papua Barat,30,2024,12149
Indonesia,Riau,30,2024,100670
Indonesia,Sulawesi Barat,30,2024,8457
Indonesia,Sulawesi Selatan,30,2024,9599
Indonesia,Sulawesi Tengah,30,2024,28744
Indonesia,Sulawesi Tenggara,30,2024,16908
Indonesia,Sulawesi Utara,30,2024,3473
Indonesia,Sumatera Barat,30,2024,32209
Indonesia,Sumatera Selatan,30,2024,120445
Indonesia,Sumatera Utara,30,2024,64260
Indonesia,Yogyakarta,30,2024,108
Indonesia,Aceh,30,2025,60125
Indonesia,Bali,30,2025,314
Indonesia,Bangka Belitung,30,2025,31395
Indonesia,Banten,30,2025,2383
Indonesia,Bengkulu,30,2025,27160
Indonesia,Gorontalo,30,2025,5614
Indonesia,Jakarta Raya,30,2025,0
Indonesia,Jambi,30,2025,76225
Indonesia,Jawa Barat,30,2025,3278
Indonesia,Jawa Tengah,30,2025,2408
Indonesia,Jawa Timur,30,2025,4126
Indonesia,Kalimantan Barat,30,2025,148087
Indonesia,Kalimantan Selatan,30,2025,26829
Indonesia,Kalimantan Tengah,30,2025,101918
Indonesia,Kalimantan Timur,30,2025,122323
Indonesia,Kalimantan Utara,30,2025,22228
Indonesia,Kepulauan Riau,30,2025,4276
Indonesia,Lampung,30,2025,13549
Indonesia,Maluku,30,2025,4079
Indonesia,Maluku Utara,30,2025,9359
Indonesia,Nusa Tenggara Barat,30,2025,3639
Indonesia,Nusa Tenggara Timur,30,2025,6865
Indonesia,Papua,30,2025,46728
Indonesia,Papua Barat,30,2025,15320
Indonesia,Riau,30,2025,96186
Indonesia,Sulawesi Barat,30,2025,11251
Indonesia,Sulawesi Selatan,30,2025,14594
Indonesia,Sulawesi Tengah,30,2025,34322
Indonesia,Sulawesi Tenggara,30,2025,23555
Indonesia,Sulawesi Utara,30,2025,2768
Indonesia,Sumatera Barat,30,2025,46161
Indonesia,Sumatera Selatan,30,2025,119329
Indonesia,Sumatera Utara,30,2025,75406
Indonesia,Yogyakarta,30,2025,31
