latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-0.3855,101.9229,309.3,1.7,1.3,2003-01-01,0323,Terra,MODIS,26,6.2,287.6,9.4,D,0
-0.3355,101.8893,315.3,1.7,1.3,2003-01-01,0323,Terra,MODIS,69,6.2,292.2,17.7,D,0
-8.7634,120.1347,317.9,3.5,1.8,2003-01-01,0612,Aqua,MODIS,14,6.2,295.1,47.2,D,0
-0.334,101.8892,310.1,2.7,1.6,2003-01-01,0615,Aqua,MODIS,64,6.2,282.8,28.1,D,0
-0.3867,101.9213,306.2,2.7,1.6,2003-01-01,0615,Aqua,MODIS,34,6.2,282.1,18.2,D,0
0.2757,100.6464,311.5,3.3,1.7,2003-01-01,0615,Aqua,MODIS,64,6.2,293.8,31.9,D,0
0.2685,100.6819,316,3.3,1.7,2003-01-01,0615,Aqua,MODIS,55,6.2,293.2,49.6,D,0
0.2644,100.6534,319.5,3.3,1.7,2003-01-01,0615,Aqua,MODIS,75,6.2,292.5,68.3,D,0
0.28,100.6757,315.8,3.3,1.7,2003-01-01,0615,Aqua,MODIS,71,6.2,294.3,50.2,D,0
-0.3866,101.9219,307.4,1,1,2003-01-01,1544,Terra,MODIS,71,6.2,293.1,6.3,N,0
-0.3367,101.8873,305,1,1,2003-01-01,1544,Terra,MODIS,62,6.2,293.1,4.4,N,0
-0.3379,101.8784,305.8,1,1,2003-01-01,1544,Terra,MODIS,66,6.2,293.1,4.9,N,0
-0.3332,101.8879,301.6,1.1,1,2003-01-01,1837,Aqua,MODIS,43,6.2,286.4,4.6,N,0
3.7422,98.5363,311.3,1.1,1,2003-01-02,0405,Terra,MODIS,65,6.2,294.5,5,D,0
-8.3679,120.8407,312,1.5,1.2,2003-01-02,0517,Aqua,MODIS,34,6.2,289.8,9.4,D,0
0.5337,127.8861,313.1,1.7,1.3,2003-01-02,0519,Aqua,MODIS,55,6.2,296,10.6,D,0
-1.2058,123.1768,310.8,1,1,2003-01-02,0519,Aqua,MODIS,40,6.2,285,5.9,D,0
0.9898,100.2335,311.9,1.1,1.1,2003-01-02,0658,Aqua,MODIS,51,6.2,291.6,5.7,D,0
0.4837,100.584,314.9,1.1,1.1,2003-01-02,0658,Aqua,MODIS,39,6.2,295.7,6.6,D,0
0.0466,100.713,320.7,1.1,1.1,2003-01-02,0658,Aqua,MODIS,68,6.2,295.8,14.6,D,0
0.9665,100.7203,318.3,1.2,1.1,2003-01-02,0658,Aqua,MODIS,71,6.2,298.7,11.4,D,0
0.8482,100.6962,319.6,1.2,1.1,2003-01-02,0658,Aqua,MODIS,73,6.2,297.9,11.4,D,0
